partner_name,address,city,state,county,partner_type
Healing Hands International,455 McNally Drive,Nashville,Tennessee,Davidson,medical_health
Healing Housing,"811 Watts Ln, Nashville, TN 37209, USA",Brentwood,Tennessee,Davidson,transitional_housing
Healing in the Margins,"4721 Trousdale Dr suite 121, Nashville, TN 37220, USA",Nashville,Tennessee,Davidson,medical_health
Healing Minds and Souls,"1813 Knowles St, Nashville, TN 37208, USA",Nashville,Tennessee,Davidson,medical_health
HEAR Nashville,"3005 Melbourne Court East, Mt. Juliet, TN, USA",Mt. Juliet,Tennessee,Wilson,medical_health
Heart n Soul Hospice Foundation,"51 Century Boulevard, Nashville, TN, USA",Nashville,Tennessee,Davidson,senior_services
HeartBound Ministries,"119 Bowling Ave, Nashville, TN 37205, USA",Nashville,Tennessee,Davidson,other
Heartstrings,PO Box 160322,Nashville,Tennessee,Davidson,other
Heaven South / The Store,"2009 12th Ave S, Nashville, TN 37204, USA",Nashville,Tennessee,Davidson,community_meals
Helping Music Foundation,"615 Main Street g1, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Hendersonville Performing Arts Company,"260 West Main Street, Hendersonville, TN, USA",Hendersonville,Tennessee,Sumner,other
Hendersonville Rotary Foundation,1050 Glenbrook Way,Hendersonville,Tennessee,Sumner,community_development
Hendersonville Samaritan Association,116 Dunn Street,Hendersonville,Tennessee,Sumner,community_meals
Heritage Foundation of Williamson County,"112 Bridge Street, Franklin, TN, USA",Franklin,Tennessee,Williamson,other
Hickory Hill Farm,PO Box 1454,Mount Juliet,Tennessee,Wilson,other
High Hopes,301 High Hopes Court,Franklin,Tennessee,Williamson,medical_health
His Children Foundation,591 New Deal Potts Rd,Cottontown,Tennessee,Sumner,other
Hispanic Family Foundation,"3955 Nolensville Pk suite 107, Nashville, TN, USA",Nashville,Tennessee,Davidson,community_development
Historic Cragfont,200 Cragfont Road,Castalian Springs,Tennessee,Sumner,other
Historic Germantown Nashville,PO Box 281074,Nashville,Tennessee,Davidson,other
Historic Lebanon Tomorrow,324 B West Main Street,Lebanon,Tennessee,Wilson,other
Historic Nashville,P.O. Box 190516,Nashville,Tennessee,Davidson,other
Historic Rock Castle,"139 Rockcastle Lane, Hendersonville, TN, USA",Hendersonville,Tennessee,Sumner,other
Historic Watertown,P.O. Box 351,Watertown,Tennessee,Wilson,other
History Associates of Wilson County / Fite-Fessenden House,236 West Main Street,Lebanon,Tennessee,Wilson,other
Holly Street Corporation,1401 Holly Street,Nashville,Tennessee,Davidson,other
Holy Rosary Academy,190 Graylynn Drive,Nashville,Tennessee,Davidson,school_summer
Home Bound Meals Program,"381 West Main Street, Hendersonville, TN, USA",Hendersonville,Tennessee,Sumner,community_meals
Home of Potential and Excellence,"309 Plus Park Blvd, Nashville, TN 37217, USA",Nashville,Tennessee,Davidson,other
Home Street Home Ministries,413 Rockwood Dr,HERMITAGE,Tennessee,Davidson,homeless_outreach
Homes 4 Homes,"612 Post Oak Circle, Brentwood, TN, USA",Brentwood,Tennessee,Williamson,transitional_housing
"HomeSafe of Sumner, Wilson & Robertson Counties","331 S Water Ave, Gallatin, TN 37066, USA",Gallatin,Tennessee,Sumner,transitional_housing
Homework Hotline,"4805 Park Avenue, Nashville, TN, USA",Nashville,Tennessee,Davidson,after_school
Hope and Life Ministry,701 Shelby Avenue,Nashville,Tennessee,Davidson,other
Hope Clinic for Women,"1810 Hayes St, Nashville, TN 37203, USA",Nashville,Tennessee,Davidson,medical_health
HOPE Family Health Services,"1124 Highway 52, Westmoreland, TN, USA",Westmoreland,Tennessee,Sumner,medical_health
Hope for Justice,"PO Box 280365 Nashville, TN 37228, USA",Nashville,Tennessee,Davidson,other
Hope Restored,144 Ridgemont Pl,Franklin,Tennessee,Williamson,other
Hope School Foundation,351 Quecreek Cir,Smyrna,Tennessee,Rutherford,school_summer
Hope Smiles,"101 Creekside Crossing, Suite 1700-301",Brentwood,Tennessee,Williamson,medical_health
HopeKids,"7619 Hwy 70 S, Nashville, TN 37221, USA",Nashville,Tennessee,Davidson,medical_health
Horizons at University School of Nashville,"2000 Edgehill Ave, Nashville, TN 37212, USA",Nashville,Tennessee,Davidson,school_summer
Hospital Hospitality House,"214 Reidhurst Ave, Nashville, TN 37203, USA",Nashville,Tennessee,Davidson,transitional_housing
"House2Home Nashville, a division of 510 Foundation","3926 Dickerson Pike, Nashville, TN 37207, USA",Nashville,Tennessee,Davidson,transitional_housing
Housing Health & Human Services Alliance of Rutherford County,1423 Kensington Square Ct,Murfreesboro,Tennessee,Rutherford,community_development
HUGGS for Inspirational Men and Women,"446 Belle Valley Drive, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Hugh O'Brian Youth Leadership of Tennessee,"Blueberry Ln, Franklin, TN 37067, USA",Franklin,Tennessee,Williamson,after_school
Humane Association of Wilson County / New Leash on Life,"507 Jim Draper Boulevard, Lebanon, TN, USA",Lebanon,Tennessee,Wilson,other
Humane Society of Sumner County,16 Volunteer Dr,Hendersonville,Tennessee,Sumner,other
Humanities Tennessee,"615 Main Street, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Humble Beginnings,"2907 Henderson Ln, Murfreesboro, TN 37130, USA",Murfreesboro,Tennessee,Rutherford,other
Huntington's Disease Society of America (TN Chapter),PO Box 62,Brentwood,Tennessee,Williamson,medical_health
HWEN Corporation,P.O. Box 120521,Nashville,Tennessee,Davidson,other
I Am Recovery,515 Vanderhorst Drive,Nashville,Tennessee,Davidson,medical_health
iGiveFoundation,5713 Briarwick Ct,Hermitage,Tennessee,Davidson,other
IMMERGE,"4682 East Jefferson Pike unit 453, Lascassas, TN, USA",Lascassas,Tennessee,Rutherford,other
Impact Youth Outreach,968 Madison Square,Madison,Tennessee,Davidson,after_school
Improve Hendersonville / S'MORE Reading Camp,"117 Stonewall Dr, Hendersonville, TN, USA",Hendersonville,Tennessee,Sumner,after_school
in tennessee,2817 West End Ave #126-166,Nashville,Tennessee,Davidson,other
Inner Light Family Theatre,"2159 North Thompson Lane, Murfreesboro, TN, USA",Murfreesboro,Tennessee,Rutherford,other
Inspirational Lives Making A Difference,"3934 Brick Church Pike, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Inspiritus,"1628 Rosa L Parks Blvd, Nashville, TN 37208, USA",Nashville,Tennessee,Davidson,community_development
Interfaith Dental,"600 Hill Ave suite 101, Nashville, TN, USA",Nashville,Tennessee,Davidson,medical_health
International Bluegrass Music Association,"4206 Gallatin Pike, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
International Folkloric Society Planning Council,1216 East Main Street,Murfreesboro,Tennessee,Rutherford,other
International Leadership Coalition,P.O. Box 682541,Franklin,Tennessee,Williamson,other
International Outreach Ministries,"5100 Wyoming Ave, Nashville, TN 37209, USA",Nashville,Tennessee,Davidson,other
Intersection,"2708 Mashburn Rd, Nashville, TN 37210, USA",Nashville,Tennessee,Davidson,other
Intrepid College Preparatory,5432 Bell Forge Lane East,Antioch,Tennessee,Davidson,school_summer
Invictus Nashville Charter School,2729 Smith Springs Rd,Nashville,Tennessee,Davidson,school_summer
Isaiah 117 House,1302 Batts Blvd,Springfield,Tennessee,Robertson,other
Isaiah 58,921 Cherokee Avenue,Nashville,Tennessee,Davidson,other
J.C. Movement,616 Aideen Pl.,Madison,Tennessee,Davidson,other
Jacob's Audible,725 Cool Springs Blvd,Franklin,Tennessee,Williamson,other
Japan-America Society of Tennessee,"4323 Lealand Lane, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Jazz Empowers,"4739 Clarksville Pike, Nashville, TN 37218, USA",Nashville,Tennessee,Davidson,other
Jesse C Beesley Animal Humane Foundation,"2215 Keeneland Commercial Blvd, Murfreesboro, TN 37127, USA",Murfreesboro,Tennessee,Rutherford,other
Jessi Zazu,4463 Cato Road,Nashville,Tennessee,Davidson,other
Jesus Provisions Ministries,PO Box 290462,Nashville,Tennessee,Davidson,community_meals
Jewish Family Service of Nashville and Middle Tennessee,801 Percy Warner Boulevard,Nashville,Tennessee,Davidson,community_development
Jewish Federation of Nashville and Middle Tennessee,801 Percy Warner Blvd. Ste. #102,Nashville,Tennessee,Davidson,community_development
Jewish Upper School of Nashville,"3600 West End Ave, Nashville, TN 37205, USA",Nashville,Tennessee,Davidson,school_summer
Jobs for America's Graduates Tennessee,"6 South 14th Street, Nashville, TN, USA",Nashville,Tennessee,Davidson,workforce_development
Joe Beretta Heart Foundation,"855 Pleasant Grove Road, Mt. Juliet, TN, USA",Mt. Juliet,Tennessee,Wilson,medical_health
John Overton HS Alumni Association,"7104 Peach Court, Brentwood, TN, USA",Brentwood,Tennessee,Williamson,school_summer
John Trotwood Moore Middle School - Metro Nashville Public Schools,"4425 Granny White Pike, Nashville, TN, USA",Nashville,Tennessee,Davidson,school_summer
Johnson Community Foundation,"3524 W Hamilton Ave, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Jonathans Path,"1006 Cabell Dr, Franklin, TN 37064, USA",Franklin,Tennessee,Williamson,other
Jordan Thomas Foundation,"9005 Overlook Blvd #742, Brentwood, TN 37027, USA",Brentwood,Tennessee,Williamson,other
Journeys in Community Living,"1130 Haley Rd, Murfreesboro, TN 37129, USA",Murfreesboro,Tennessee,Rutherford,medical_health
Joy Kitchen,"155 Lafayette St, Nashville, TN 37210, USA",Nashville,Tennessee,Davidson,community_meals
Julia Green School P.T.O.,"3500 Hobbs Rd, Nashville, TN 37215, USA",Nashville,Tennessee,Davidson,school_summer
Jumbled Dreams Changing Lives,"204 Bixby Ln, Hendersonville, TN 37075, USA",Hendersonville,Tennessee,Sumner,other
Junior Achievement of Middle Tennessee,"120 Powell Pl, Nashville, TN 37204, USA",Nashville,Tennessee,Davidson,workforce_development
Junior League of Murfreesboro,"Murfreesboro, TN 37129, USA",Murfreesboro,Tennessee,Rutherford,community_development
Junior League of Nashville,2202 Crestmoor Road,Nashville,Tennessee,Davidson,community_development
Justice & Mercy International,"304 44th Ave N, Nashville, TN 37209, USA",Nashville,Tennessee,Davidson,other
Justice For All Institute,"8115 Isabella Lane, Suite 9",Brentwood,Tennessee,Williamson,other
Justice Industries,"219 Lafayette Street, Nashville, TN, USA",Nashville,Tennessee,Davidson,workforce_development
Kid SMART,"4122 Moss Rose Dr, Nashville, TN 37216, USA",Nashville,Tennessee,Davidson,after_school
Kids Join the Fight,"212 Heady Drive, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Kindling Arts,"207 Dupont Avenue, Madison, TN, USA",Nashville,Tennessee,Davidson,other
King's Academy Nashville,"394 Strasser Drive, Nashville, TN, USA",Nashville,Tennessee,Davidson,school_summer
King's Daughters Child Development Center,"590 N Dupont Ave, Madison, TN 37115, USA",Madison,Tennessee,Davidson,after_school
Kiunga,"8011 Brooks Chapel Rd #1471, Brentwood, TN 37027, USA",Brentwood,Tennessee,Williamson,other
Kiwanis Club of Kindness Foundation,"7020 Stone Run Dr, Nashville, TN 37211, USA",Nashville,Tennessee,Davidson,community_development
Kurdish Culture and Music Association,5135 Nolensville Pk Unit T7,Nashville,Tennessee,Davidson,community_development
Kymari House,"308 North Spring Street, Murfreesboro, TN, USA",Murfreesboro,Tennessee,Rutherford,transitional_housing
Ladies of Charity of Nashville,2216 State Street,Nashville,Tennessee,Davidson,community_meals
Lambscroft Ministries,"1827 12th Ave S, Nashville, TN 37203, USA",Nashville,Tennessee,Davidson,other
Land Trust for Tennessee,"4000 Franklin Pike, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Lantern Lane Farm,"6201 Corinth Rd, Mt. Juliet, TN 37122, USA",Mt. Juliet,Tennessee,Wilson,other
Larkspur Conservation,"306 42nd Avenue North, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Launch Mentorship,4734 Debra Dr,Antioch,Tennessee,Davidson,after_school
"Launch That Business, Sis","4015 Travis Dr, Nashville, TN 37211, USA",Nashville,Tennessee,Davidson,workforce_development
Layman Lessons Ministries,4014 Brick Church Pike,Nashville,Tennessee,Davidson,homeless_outreach
LEAD Public Schools,"7101 Executive Center Dr, Brentwood, TN, USA",Brentwood,Tennessee,Williamson,school_summer
Leadership Middle Tennessee,100 Bluegrass Commons Blvd,Hendersonville,Tennessee,Sumner,community_development
Leadership Music,P. O. Box 120478,Nashville,Tennessee,Davidson,other
Leadership Wilson,1716 Indian Hills Rd,Lebanon,Tennessee,Wilson,community_development
League of Women Voters of Tennessee Education Fund,"110 31st Ave N, Nashville, TN 37203, USA",Nashville,Tennessee,Davidson,other
Learning Matters,"3511 Belmont Boulevard 2nd floor, Nashville, TN, USA",Nashville,Tennessee,Davidson,school_summer
Lebanon Senior Citizens Center,670 Coles Ferry Pike,Lebanon,Tennessee,Wilson,senior_services
Legacy 615,"504 Garden Dr, Mt. Juliet, TN, USA",Mt. Juliet,Tennessee,Wilson,other
Legacy Mission Village,"5211 Linbar Dr, Nashville, TN 37211, USA",Nashville,Tennessee,Davidson,community_development
Legal Aid Society of Middle Tennessee and the Cumberlands,"1321 Murfreesboro Pike suite 400, Nashville, TN 37217, USA",Nashville,Tennessee,Davidson,other
Les Dames d'Escoffier Nashville,"936 Archer St, Nashville, TN 37203, USA",Nashville,Tennessee,Davidson,other
Leukemia & Lymphoma Society,"Highwoods Cool Springs III, 725 Cool Springs Blvd, Franklin, TN 37067, USA",Franklin,Tennessee,Williamson,medical_health
Life of Victory International Christian Ministries,"144 Bain Dr s200, La Vergne, TN, USA",La Vergne,Tennessee,Rutherford,other
Lighthouse Ministries of Antioch / Lighthouse Christian School,5100 Blue Hole Rd,Antioch,Tennessee,Davidson,school_summer
Lipscomb University,One University Park Drive,Nashville,Tennessee,Davidson,other
Lisa Ross Parker Foundation,101 Creekside Crossing,Brentwood,Tennessee,Williamson,other
Literacy Council of Sumner County,394 W. Main Street,Hendersonvlle,Tennessee,Sumner,workforce_development
Little Blue Theatre Company,"2324 Golden Oak Court, Madison, TN, USA",Madison,Tennessee,Davidson,other
Live Like Jack Clubfoot Charity,"1284 Buckingham Circle, Franklin, TN, USA",Franklin,Tennessee,Williamson,medical_health
Live Love Nashville,1111 Shoreside Dr,Hendersonville,Tennessee,Sumner,other
Living Development Concepts,"3250 Dickerson Pike #212, Nashville, TN 37207, USA",Nashville,Tennessee,Davidson,community_development
Lotz House Foundation,1111 Columbia Avenue,Franklin,Tennessee,Williamson,other
Love From Music City Corporation,403 Walton Ferry Rd,Hendersonville,Tennessee,Sumner,other
Love Helps,"2836 Logan Street, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Love In A Big World,"3042 Hummingbird Drive, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Love Learning Music,"3721 Valley Ridge Dr, Nashville, TN 37211, USA",Nashville,Tennessee,Davidson,other
Love One Another Embassy / Joseph's Storehouse Food Ministry,P.O. Box 2387,Lebanon,Tennessee,Wilson,community_meals
Lt Robert Hayes and Aaron Hayes Memorial Scholarship & Youth Basketball Foundation,"4516 Sandpiper Ln, Antioch, TN, USA",Nashville,Tennessee,Davidson,other
LTC - Leaving the Cocoon,"2011 Boxwood Dr, Franklin, TN 37069, USA",Franklin,Tennessee,Williamson,other
Luke 14:12,"523 Church St, Nashville, TN 37219, USA",Nashville,Tennessee,Davidson,community_meals
Madison Youth Sports,PO Box 10,Madison,Tennessee,Davidson,other
Madison-Inglewood Serenity House,102 Harris Street,Madison,Tennessee,Davidson,transitional_housing
Main Street Murfreesboro-Rutherford County,"225 W College St, Murfreesboro, TN 37130, USA",Murfreesboro,Tennessee,Rutherford,community_development
Make a Wish of Middle Tennessee,"600 Hill Ave, Nashville, TN 37210, USA",Nashville,Tennessee,Davidson,other
Make Music Nashville,PO Box 120481,Nashville,Tennessee,Davidson,other
Make Nashville,620B Davidson St,Nashville,Tennessee,Davidson,other
March of Dimes Tennessee Chapter,"4636 Lebanon Pike, Hermitage, TN 37076, USA",Hermitage,Tennessee,Davidson,medical_health
Marriage Helper,1559 West Harpeth Road,Franklin,Tennessee,Williamson,other
Martha O'Bryan Center,"711 S 7th St, Nashville, TN 37206, USA",Nashville,Tennessee,Davidson,community_development
MashUp Nashville,"309 Plus Park Blvd, Nashville, TN 37217, USA",Nashville,Tennessee,Davidson,other
Matthew 25,"625 Benton Avenue, Nashville, TN, USA",Nashville,Tennessee,Davidson,community_meals
Matthew Walker Health Center,1035 14th Avenue North,Nashville,Tennessee,Davidson,medical_health
McNeilly Center for Children,"100 Meridian Street, Nashville, TN, USA",Nashville,Tennessee,Davidson,after_school
MDHA Housing Trust Corporation,"701 S 6th St, Nashville, TN 37206, USA",Nashville,Tennessee,Davidson,transitional_housing
Medical Foundation of Nashville,"28 White Bridge Rd Suite 400, Nashville, TN 37205, USA",Nashville,Tennessee,Davidson,medical_health
Meharry Medical College,"1005 Dr DB Todd Jr Blvd, Nashville, TN 37208, USA",Nashville,Tennessee,Davidson,medical_health
Memories of Honor,"7248 Ludlow Drive, College Grove, TN, USA",College Grove,Tennessee,Williamson,other
Men of Valor,"504 Valor Way, Antioch, TN, USA",Antioch,Tennessee,Davidson,workforce_development
Mending Hearts,"1002 44th Avenue North, Nashville, TN, USA",Nashville,Tennessee,Davidson,transitional_housing
Mental Health Active Response Team,762 E Argyle Ave.,Nashville,Tennessee,Davidson,medical_health
Mental Health America of the MidSouth,"1321 Murfreesboro Pike, Nashville, TN, USA",Nashville,Tennessee,Davidson,medical_health
Mental Health Cooperative,"275 Cumberland Bend, Nashville, TN, USA",Nashville,Tennessee,Davidson,medical_health
Mental Health Initiative,1804 Brookmeadow Ln,Hermitage,Tennessee,Davidson,medical_health
Mentor to Motivate,"2008 Ed Temple Blvd, Nashville, TN 37208, USA",Nashville,Tennessee,Davidson,after_school
Mercy Chefs,"15354 Old Hickory Blvd, Nashville, TN, USA",Nashville,Tennessee,Davidson,community_meals
Mercy Community Healthcare,"143 SE Pkwy Ct, Franklin, TN 37064, USA",Franklin,Tennessee,Williamson,medical_health
Mercy Multiplied America,"15328 Old Hickory Blvd, Nashville, TN 37211, USA",Nashville,Tennessee,Davidson,medical_health
"Metamorphosis, Beautifully Changed","221 Hickory Forge Drive, Antioch, TN, USA",Nashville,Tennessee,Davidson,other
Metro Nashville Chorus / Sweet Adelines International,6741 Autumn Oaks Drive,Brentwood,Tennessee,Williamson,other
Metro Nashville Parks Foundation,"511 Oman St, Nashville, TN 37203, USA",Nashville,Tennessee,Davidson,other
Mid Tennessee Council of the Blind,4936 Tulip Grove Ln,Hermitage,Tennessee,Davidson,medical_health
Mid-Cumberland Community Action Agency,657 S. Water Avenue,Gallatin,Tennessee,Sumner,community_development
Mid-Cumberland Human Resource Agency,"25 Century Blvd ste 500, Nashville, TN, USA",Nashville,Tennessee,Davidson,community_development
Middle Tennessee Choral Society,"2255 Memorial Blvd, Murfreesboro, TN 37129, USA",Murfreesboro,Tennessee,Rutherford,other
"Middle Tennessee Council, Scouting America","3414 Hillsboro Pike, Nashville, TN, USA",Nashville,Tennessee,Davidson,after_school
Middle Tennessee Emergency Response Fund,3833 Cleghorn Avenue,Nashville,Tennessee,Davidson,other
Middle Tennessee Fund for Women and Girls,P.O. Box 330323,Murfreesboro,Tennessee,Rutherford,other
Middle Tennessee German Shepherd Rescue,P.O. Box 59016,Nashville,Tennessee,Davidson,other
Middle Tennessee Golden Retriever Rescue,P.O. Box 681106,Franklin,Tennessee,Williamson,other
Middle Tennessee Guitar Alliance,"887 Rodney Dr, Nashville, TN 37205, USA",Nashville,Tennessee,Davidson,other
Middle Tennessee Pow Wow,"213 Maple Hill Rd, Lebanon, TN 37087, USA",Lebanon,Tennessee,Wilson,other
Middle Tennessee Science and Engineering Fair Foundation,"Plant Operations - Maintenance, 1900 Belmont Blvd, Nashville, TN 37212, USA",Nashville,Tennessee,Davidson,other
Middle Tennessee State University Foundation,"1301 E Main St, Murfreesboro, TN 37130, USA",Murfreesboro,Tennessee,Rutherford,other
Middle TN Korean Seniors Community Club,"431 Ocala Dr, Nashville, TN 37211, USA",Nashville,Tennessee,Davidson,senior_services
Mid-South Immigration Advocates,"1101 Kermit Drive, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Mid-South Liver Alliance,1409 Brenner Court,Nashvile,TN,Davidson,medical_health
MidTN Lacrosse Association,"125 3rd Avenue North, Franklin, TN, USA",Franklin,Tennessee,Williamson,other
Mid-TN Supported Living,"1161 Murfreesboro Pike #215, Nashville, TN 37217, USA",Nashville,Tennessee,Davidson,medical_health
Midwest Food Bank NFP,"6434 John Hagar Road, Mt. Juliet, TN 37122, USA",Mt. Juliet,Tennessee,Wilson,community_meals
Ministry Leadership Center,"309 Franklin Rd, Brentwood, TN 37027, USA",Brentwood,Tennessee,Williamson,other
Miriam's Promise,3701 Hillsboro Pike,Nashville,Tennessee,Davidson,other
Mission Discovery,"1509 Hunt Club Blvd, Gallatin, TN 37066, USA",Gallatin,Tennessee,Sumner,other
Missions Development International,326 21st Avenue N Ste 203,Nashville,Tennessee,Davidson,other
Mockingbird Community and Retirement Center,"3800 Sam Boney Dr ste 101, Nashville, TN, USA",Nashville,Tennessee,Davidson,senior_services
Momentum Garage,"1311 Glade Drive, Franklin, TN, USA",Franklin,Tennessee,Williamson,other
Monroe Carell Jr. Children's Hospital at Vanderbilt,3322 West End Ave,Nashville,Tennessee,Davidson,medical_health
Monroe Harding,"1 Vantage Way, Nashville, TN 37228, USA",Nashville,Tennessee,Davidson,after_school
Monroe Mandolin Camp,"2491 N Mt Juliet Rd, Mt. Juliet, TN 37122, USA",Mt. Juliet,Tennessee,Wilson,other
Monthaven Arts and Cultural Center,"1017 Antebellum Cir, Hendersonville, TN 37075, USA",Hendersonville,Tennessee,Sumner,other
Morecomputing Learning Services,2013 25th Ave N,Nashville,Tennessee,Davidson,other
Mose & Garrison Siskin Memorial Fund / Siskin Children's Institute,"2201 Murphy Ave # 306, Nashville, TN 37203, USA",Nashville,Tennessee,Davidson,medical_health
Mother to Mother,"478 Allied Drive - Suite 104, 105",Nashville,Tennessee,Davidson,other
Mothers' Milk Bank of Tennessee,"2909 Old Fort Parkway, Suite 105",Murfreesboro,Tennessee,Rutherford,medical_health
Motivated and Empowered,6339 Charlotte Pike,Nashville,Tennessee,Davidson,other
Mount Calvary Herman Street Community Development Corporation,2448 Herman Street,NASHVILLE,Tennessee,Davidson,community_development
MOVE Inclusive Dance,"7657 Hwy 70 S #101, Nashville, TN 37221, USA",Nashville,Tennessee,Davidson,other
Move Music City,"3812 Elkins Ave, Nashville, TN 37209, USA",Nashville,Tennessee,Davidson,other
Moves & Grooves,"301 S Perimeter Park Dr #100, Nashville, TN 37211, USA",Nashville,Tennessee,Davidson,after_school
Mr. Bond Science Guy / Science Guys of Nashville,"1927 Riverwood Drive, Nashville, TN, USA",Nashville,Tennessee,Davidson,after_school
Mt. Juliet Help Center,3425 B North Mt. Juliet Road,Mt. Juliet,Tennessee,Wilson,community_meals
Mt. Juliet West Wilson County Senior Citizens Service Center,"2034 N Mt Juliet Rd, Mt. Juliet, TN 37122, USA",Mt. Juliet,Tennessee,Wilson,senior_services
MTSU Charlie and Hazel Daniels Veterans and Military Family Center,1301 East Main Street,Murfreesboro,Tennessee,Rutherford,other
Mules N More Rescue and Rehab,"940 Harkreader Road, Mt. Juliet, TN, USA",Mt. Juliet,Tennessee,Wilson,other
Murfreesboro Cold Patrol,800 Park Avenue,Murfreesboro,Tennessee,Rutherford,homeless_outreach
Murfreesboro Muslim Youth,"1480 South Church Street, Murfreesboro, TN, USA",Murfreesboro,Tennessee,Rutherford,other
Music City Baroque,"2017 Benjamin St, Nashville, TN 37206, USA",Nashville,Tennessee,Davidson,other
Music City Children's Museum,"320 Harpeth Hills Dr, Franklin, TN 37069, USA",Franklin,Tennessee,Williamson,other
Music City Construction Careers,"1901 Lindell Ave, Nashville, TN 37203, USA",Nashville,Tennessee,Davidson,workforce_development
Music City Disc Golf,336 54th Avenue North,Nashville,Tennessee,Davidson,other
Music City Hayride,P.O. Box 19,Madison,Tennessee,Davidson,other
Music City Pet Partners,426 Kemper Dr N,Madison,Tennessee,Davidson,other
Music City PrEP Clinic,501 28th Avenue N,Nashville,Tennessee,Davidson,medical_health
Music City Review,"6313 Wildgrove Dr, Antioch, TN 37013, USA",Antioch,Tennessee,Davidson,other
Music City Youth in the Arts / Music City Drum and Bugle Corps,"718 Thompson Ln, Ste 108-425",Nashville,Tennessee,Davidson,other
Music for Seniors,"161 Rains Ave, Nashville, TN 37203, USA",Nashville,Tennessee,Davidson,senior_services
Music for the Soul,"117 Holly Forest, Nashville, TN 37221, USA",Nashville,Tennessee,Davidson,other
Music Health Alliance,"29 Music Square E, Nashville, TN 37203, USA",Nashville,Tennessee,Davidson,medical_health
Music Neighbors,"433 West Bend Drive, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Musical Bridges,"5120 Virginia Way, Brentwood, TN 37027, USA",Brentwood,Tennessee,Williamson,other
MusiCares Foundation,"1904 Wedgewood Avenue, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Musicians On Call,"618 Grassmere Park, Nashville, TN 37211, USA",Nashville,Tennessee,Davidson,medical_health
My Bag My Story,"1704 Pinetree Lane, Brentwood, TN, USA",Brentwood,Tennessee,Williamson,other
My Fathers House Nashville,"3017 Sunnyview Dr, Nashville, TN, USA",Nashville,Tennessee,Davidson,transitional_housing
My Friend's House Family and Children Services,626 Eastview Circle,Franklin,Tennessee,Williamson,transitional_housing
NAMI Davidson County,"5109 Georgia Avenue, Nashville, TN, USA",Nashville,Tennessee,Davidson,medical_health
NAMI Tennessee,"Waterfront Building, 131 Sanders Ferry Rd # B, Hendersonville, TN 37075, USA",Hendersonville,Tennessee,Sumner,medical_health
NASBA Center for the Public Trust,150 4th Avenue North,Nashville,Tennessee,Davidson,other
Nashville Adult Literacy Council,"4805 Park Avenue, Nashville, TN, USA",Nashville,Tennessee,Davidson,workforce_development
Nashville African American Wind Symphony,"2000 Wild Oaks Ct, Antioch, TN 37013, USA",Nashville,Tennessee,Davidson,other
Nashville Anti-Human Trafficking Coalition,"2909 Elizabeth Street, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Nashville Arcade Arts Program / Arcade Arts Nashville,"223 4th Avenue North, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Nashville Area Association for the Education of Young Children (NAAEYC),PO Box 218067,Nashville,Tennessee,Davidson,other
Nashville Area Junior Chamber of Commerce Charities,700 Church Street,Nashville,Tennessee,Davidson,community_development
Nashville Ballet,"3630 Redmon St, Nashville, TN 37209, USA",Nashville,Tennessee,Davidson,other
Nashville Bel Canto Foundation,"405 Hyde Park, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Nashville Book Connection,"1831 12th Ave S #114, Nashville, TN 37203, USA",Nashville,Tennessee,Davidson,other
Nashville CARES,"633 Thompson Ln, Nashville, TN 37204, USA",Nashville,Tennessee,Davidson,medical_health
Nashville Cat Rescue,"241 Bermuda Dr, Nashville, TN, USA",Nashville,Tennessee,Davidson,other
Nashville Chamber Public Benefit Foundation,500 11th Ave N,Nashville,Tennessee,Davidson,community_development
Nashville Chapter of Barbershop Harmony Society / Music City Chorus,608 Clematis Drive,Nashville,Tennessee,Davidson,other
Nashville Charter Collaborative,"615 Main St #216, Nashville, TN 37206, USA",Nashville,Tennessee,Davidson,school_summer
Nashville Children's Alliance,"610 Murfreesboro Pike, Nashville, TN 37210, USA",Nashville,Tennessee,Davidson,medical_health
Nashville Children's Theatre,"25 Middleton Street, Nashville, TN 37210, USA",Nashville,Tennessee,Davidson,other
Nashville Christian School,"7555 Sawyer Brown Rd, Nashville, TN 37221, USA",Nashville,Tennessee,Davidson,school_summer
Nashville City Cemetery Association,P. O. Box 150733,Nashville,Tennessee,Davidson,other
